6095.jpg,تجلس مجموعة من الأشخاص حول مكتب في غرفة حديثة ومزينة. يقف رجل أمام ثلاثة أشخاص يجلسون حول الطاولة. أربعة أشخاص يجتمعون حول الطاولة بينما يقف أحدهم أمام جدار برتقالي معروضة عليه لوحات فنية.,,
6096.jpg,فتاة ترتدي قميصًا أسود وسروالًا ورديًا زاهيًا وهي على وشك ضرب كرة التنس في الملعب. الفتاة تحاول ضرب الكرة بمضربها وهي ترتدي شبشبًا ورديًا. تتقن الفتاة لعب التنس وهي ترتدي ملابس رياضية مناسبة.,,
6097.jpg,صبي يركب لوح تزلج على منحدر مائل مخصص للتزلج. الصبي يستخدم لوح التزلج على المنحدر وهو يرتدي قميصاً أحمر. طفل يتزلج على المنحدر بمهارة.,,
6098.jpg,راكب دراجة نارية على دراجة خضراء يقفز في الهواء فوق مسار ترابي. يقود الشخص دراجته النارية في الجو تحت سماء رمادية. متسابق موتوكروس يقفز في منتصف الرحلة.,,
6099.jpg,يقوم متزلج بلوح التزلج بحركات فوق حافة خشبية بجوار مبنى أبيض. يقوم المتزلج بحركات بهلوانية على مقعد أو عتبة خشبية. ينزلق المتزلج على طول حافة المقعد الخشبي ببراعة.,,
6100.jpg,"يحاول راكب دراجة أداء خدعة خطيرة على منحدر في حديقة، وهو يرتدي معدات واقية قليلة. يظهر الرجل في لقطة مقربة وهو يقوم بحركات بهلوانية بدراجته. الرجل يرتدي خوذة ويقوم ببعض الحركات المثيرة على الدراجة.",,
6101.jpg,عداؤون يشاركون في سباق على طريق ريفي يقع أمام سلسلة جبال. يجري الناس على طريق ذو مسارين مع الجبال في الخلفية. يتسابق العديد من الأشخاص على الطريق السريع في بيئة جبلية.,,
6102.jpg,كلب بني كبير يشرب الماء من وعاء على سطح خشبي بينما يقفز كلب أسود صغير. الكلب الكبير يشرب من الوعاء الموجود على الطاولة الخشبية بينما يقفز الكلب الصغير. ينزل الكلب الصغير من المنصة بينما يشرب الكلب الأطول الماء.,,
6103.jpg,يحاول لاعب هوكي يرتدي الزي الأبيض سرقة قرص الهوكي من لاعب آخر يرتدي الأحمر. يحاول اللاعب ذو الزي الأحمر السيطرة على القرص بينما يحاول لاعبان يرتديان الأبيض منعه. لاعبان متنافسان يتقاتلان على القرص تحت أنظار المشجعين.,,
6104.jpg,"يجلس سائق دراجة نارية يرتدي الجلد وطلاء الوجه على دراجته بجوار سائق آخر يقف بجانب دراجته في شارع المدينة. يتخذ السائقان وضعية التصوير، أحدهما يرتدي قناع جمجمة. رجلان يقفان بدراجتيهما النارية على جانب الطريق.",,
6105.jpg,يساعد متزلج زميله على النهوض من الثلج. متسلق جبال جاثم على الأرض بجوار متسلق آخر يقف. شخصان يتنزهان على الثلج ويقومان بضبط معدات الحبل.,,
6106.jpg,شخص يرتدي بدلة سباق حمراء وبيضاء وخوذة يركع على لوح التزلج وينزلق على الطريق. شخص يرتدي خوذة سوداء وبدلة كاملة يركع على لوح التزلج. الصبي يرتدي البدلة الحمراء والبيضاء أثناء تزلجه.,,
6107.jpg,يقوم راكب دراجة بأداء حركة بهلوانية أثناء مسابقة عبور الدراجات (بايك كروس). ينطلق راكب الدراجة من منحدر نحو مسار ترابي بينما يشاهد راكبون آخرون. يقفز الدراج عالياً في الهواء فوق منحدر.,,
6108.jpg,رجل يرتدي زيًا مطبوعًا عليه هيكل عظمي جالسًا على دراجة نارية نظيفة وحمراء. الرجل يرتدي الجلد الأسود بالكامل ووشم هيكل عظمي وقناع جمجمة وهو يجلس على دراجته النارية في الشارع. يجلس الرجل على دراجته النارية مرتدياً زياً جلدياً أسود.,,
6109.jpg,ثلاثة رجال يتحدثون وسط حشد كبير من الناس. يتجاذب ثلاثة رجال يرتدون قمصانًا بيضاء أطراف الحديث. رجلان يتحدثان مع رجل آخر يرتدي قبعة زرقاء ويحمل كتابًا.,,
6110.jpg,امرأة تنفخ على زهرة الهندباء في حقل عشبي أخضر. المرأة تنفخ بذور الزهرة لإبعادها. تنفخ المرأة البذور من الزهرة في الحقل الأخضر.,,
6111.jpg,يقف رجل وامرأة أمام سيارة حمراء رياضية وهما يتدربان على طرق مختلفة لارتداء النظارات الشمسية. الرجل يرتدي نظارة شمسية على رأسه وينظر إلى المرأة ذات القبعة البيضاء والوشاح الأحمر. تبتسم المرأة وهي ترتدي قبعة كروشيه ونظارات شمسية بينما ينظر الرجل الذي بجوارها إلى الخلف.,,
6112.jpg,"امرأة ترتدي زيًا تنكريًا فاخرًا وتضع أحمر الشفاه وهي تنظر في المرآة. تقوم الراقصة بوضع مكياجها، وهي تمسك أحمر الشفاه وترتدي غطاء رأس من الريش. المرأة ذات الزي تضع اللمسات الأخيرة على مكياجها أمام المرآة.",,
6113.jpg,يقوم راكب دراجة بي إم إكس بحركة بهلوانية في منتصف الهواء وهي قلبة أمامية. الرجل يقوم بقلبة أمامية على دراجته. الشاب يؤدي شقلبة في الهواء بدراجته الخدعة.,,
6114.jpg,"يقف لاعب هوكي مرتديًا قميصًا أحمر به لمسات بيضاء وزرقاء، وهو يتخذ وضعية الاستعداد. اللاعب يجثو قليلاً على الجليد وهو يركز على المباراة وخلفه جمهور كبير. يراقب اللاعب المباراة وهو يرتدي خوذة زرقاء.",,
6115.jpg,كلب صغير يطارد كلب تشيواوا في منطقة مسيجة. تستمتع الكلاب بمطاردة بعضها البعض في الحديقة. كلبان يركضان في حقل معاً.,,
6116.jpg,"يقف رجل في غرفة مع ثلاثة أشخاص آخرين وهو يحمل كاميرا كبيرة. الرجل يرتدي قميصاً رمادياً وعليه شارة تحمل اسم ""Flickr"" في مناسبة ما. الرجل يقف في مؤخرة الغرفة مع أشخاص آخرين حوله.",,
6117.jpg,رجل يتجه إلى البحر ولوح التزلج الأبيض في يده. يسير الشخص حاملاً لوح التزلج نحو الماء. يتقدم راكب الأمواج نحو المحيط في يوم رمادي.,,
6118.jpg,طفل يقف على حافة الماء الآتي على الشاطئ. امرأة ترتدي سترة بيضاء ذات غطاء للرأس (هودي) وتركض حافية القدمين على رمال الشاطئ. المرأة تجري على طول الشاطئ الصخري.,,
6119.jpg,رجل يفحص قلادة جميلة ترتديها امرأة. يقف الرجل مقابل المرأة ويمسك قلادتها بينما تنظر إليه. يمسك الرجل ذو القبعة السوداء بقلادة المرأة ذات الشعر البني وعلامات الصدمة تظهر على وجهه.,,
6120.jpg,طفل يجلس داخل إطار شاحنة كبير ويتحرك داخله. الصبي الصغير جاثم داخل الإطار ويشير بيديه. الطفل يجلس في إطار الشاحنة الكبير.,,
6121.jpg,رجل وطفل يقفان في ساحة بجوار مقعد خشبي. يقف الرجل مرتدياً قبعة بجوار صبي صغير وطفل أصغر. يبتسم الرجل والصبي وهما يقفان في الفناء في منطقة ضواحي.,,
6122.jpg,صبي صغير يرتدي ملابس رياضية يحاول الوقوف على يد واحدة على الرصيف الإسمنتي. يقفز الطفل على يد واحدة بمهارة عالية. الصبي يؤدي حركة الوقوف على اليد الواحدة.,,
6123.jpg,حشد كبير من الناس يرفعون أيديهم في وقت واحد. تمتلئ الغرفة بالأطفال الذين يرفعون أيديهم وأصابعهم ممتدة نحو السماء. ترفع المجموعة الكبيرة من الأشخاص أيديهم عالياً.,,
6124.jpg,امرأة وفتاة شابة تبتسمان وتتخذان وضعية التصوير بذراعيهما حول بعضهما البعض. المرأتان ترتديان اللون الأحمر وهما تبتسمان ببهجة نحو الكاميرا. تظهر الشابتان وهما تبتسمان للمشاهد.,,
6125.jpg,ثلاثة أشخاص يقفون وينظرون في اتجاه الجبال. الشبان الثلاثة يحدقون في العاصفة القادمة نحو الجبال. يقف الثلاثة أشخاص يتأملون السحب والغيوم فوق الجبال.,,
6126.jpg,مجموعة من الفتيات الصغيرات يقمن بتمارين الإطالة على حصائر ملونة زاهية في الهواء الطلق. تعلم امرأة الأطفال اليوغا في مهرجان في الهواء الطلق. الأطفال يمددون أجسادهم للأعلى على الحصائر الملونة على العشب.,,
6127.jpg,"رجل وامرأة مقيدان في لعبة دائرية معدنية في مدينة الملاهي. يستمتع الرجل والمرأة، وكلاهما ذو شعر أحمر، بلعبة المنجنيق. شخصان معلقان في الهواء داخل كرة معدنية في اللعبة الترفيهية.",,
6128.jpg,رجل يرتدي زيًا أسود وأبيض يركض وهو يحمل كرة بيضاوية الشكل. لاعب رجبي يركض بالكرة بقوة وهو يرتدي زياً داكناً. اللاعب يمسك كرة الرجبي ذات الشريط الأحمر والأزرق وذراعه ممدودة.,,
6129.jpg,شابتان ترتديان فساتين زرقاء متطابقة وتشيران بإشارة السلام بأصابعهما. فتاتان تلوحان بإصبعين وهما يبتسمان للكاميرا. تظهر الفتاتان وهما تبتسمان وتشيران بإشارة النصر.,,
6130.jpg,رجل يقف بجوار امرأة وهو يحمل جهازًا إلكترونيًا على أذنه. الزوجان الشابان يقفان في مدينة مزدحمة ويتحدثان. الرجل يستمع إلى هاتفه المحمول بينما ترتدي المرأة معطفًا أسود.,,
6131.jpg,"ثلاثة رجال من الشرق الأوسط، اثنان منهم يرتديان العمامة، يجلسون على حافة مقعد إسمنتي. يجلس الرجال الثلاثة على مقعد في الخارج. يتحدث الرجال الثلاثة على الرصيف معاً.",,
6132.jpg,شخص يرتدي اللون الأحمر يفتح باب سيارة حمراء في منطقة وقوف السيارات. يتبادل شخصان العناق خارج السيارة الحمراء ليلاً في مدينة مضاءة بشكل ساطع. يقف الشخصان ويعانقان بعضهما البعض بجوار السيارة الحمراء في المدينة.,,
6133.jpg,تجلس فتاتان صغيرتان على أرضية خشبية أمام نافذة كبيرة تطل على منظر لمدينة. الفتاتان ذواتا الشعر البني الطويل تجلسان على الأرض مع منظر المدينة والجبال خلفهما. تجلس الشابتان أمام النافذة الكبيرة المطلة على المدينة.,,
6134.jpg,كلبان بالأبيض والأسود يركضان باتجاه بعضهما البعض في العشب. يواجه الكلبان بعضهما البعض في الحديقة وهما يلعبان. الكلبان يقتربان من بعضهما البعض في العشب الأخضر.,,
6135.jpg,رجل متنكر بزي قرصان يبتسم للكاميرا وهو يقف بين رجل وامرأة. الرجل يرتدي قبعة وقناع عين القرصان. يبتسم الشاب ذو القبعة الحمراء والامرأة ذات الشعر الأشقر وهما يحملان كؤوساً.,,
6136.jpg,رجل وامرأة يلتقطان صورة أمام سرير من الزهور الصفراء. يبتسم الاثنان للكاميرا وهما يقفان في الخارج. تتخذ الفتاة ذات الشعر الأحمر والرجل الأسمر وضعية تصوير في خلفية مزهرة.,,
6137.jpg,فتاة ترتدي قميصاً أصفر وتقوم برمي كرة قدم مبللة أو إسفنجة مائية صفراء. الفتاة الصغيرة تضحك وهي تلعب ببالون مائي. تستعد الفتاة لرمي الكرة الإسفنجية المبللة.,,
6138.jpg,"امرأتان، إحداهما ترتدي الأبيض والأخرى الأسود، تتحدثان بهواتفهما الخلوية وهما تقفان بجوار بعضهما. الفتاتان تقفان أمام جدار مغطى بملصقات الموسيقى. تتحدث المرأتان في الهاتف المحمول وهما تسيران.",,
6139.jpg,فتاة صغيرة تستند على كتف امرأة بينما تجلسان معاً على مقعد. الأم وطفلها يبتسمان للكاميرا وهما يجلسان في حضن بعضهما. المرأة وابنتها يجلسان بالقرب من بعضهما البعض ويتخذان وضعية تصوير.,,
6140.jpg,امرأة أمريكية من أصل أفريقي تركب دراجة نارية صغيرة (موبيد). المرأة ترتدي تنورة سوداء وحذاء بكعب عال وهي تقود دراجتها النارية البيضاء والحمراء. تقود المرأة دراجتها الصغيرة وهي ترتدي خوذة ووشاحاً متناسقاً باللون الأحمر.,,
6141.jpg,"مجموعة من الأشخاص، معظمهم من الرجال، ينظرون إلى شيء ما في المسافة. يقف بعض الشبان ممسكين بسياج، وحولهم الكثير من الناس. ثلاثة شبان يرتدون سترات بقلنسوة يقفون عند مقعد.",,
6142.jpg,لقطة مقربة لكلب بني يلعق أنفه الأسود. يظهر الكلب وله صدر أبيض وهو يلعق شفتيه. يقوم الكلب بلعق أنفه وهو جالس على العشب.,,
6143.jpg,كلب أبيض يركض على شاطئ صخري. الكلب الأبيض يركض على طول الشاطئ الرملي وهو يرفع إحدى أذنيه. يرتدي الكلب الأبيض سترة سوداء ويركض على الشاطئ.,,
6144.jpg,طائرة حمراء ذات جناحين تترك خلفها أثراً من الدخان الأبيض في السماء. تترك الطائرة ذات الجناحين الأثر الأبيض في السماء الزرقاء. تشق الطائرة الحمراء طريقها في السماء تاركة ذيلاً من الدخان.,,
6145.jpg,امرأة مسنة وفتاة صغيرة تقفان أمام شجيرة كبيرة مغطاة بالزهور الوردية. تضع المرأة يديها على كتفي الطفلة الصغيرة. تقف المرأة والطفلة في الحديقة أمام الزهور الأرجوانية.,,
6146.jpg,حارس مرمى هوكي ممدد على الجليد أمام المرمى محاولاً صد تسديدة. يتزحلق حارس المرمى ذو القميص الأزرق والأبيض بالقرب من قوائم المرمى. يحاول حارس المرمى الغوص لمنع الهدف.,,
6147.jpg,صبي يرتدي قميصاً أزرق وهو محلق في الهواء بدراجته الهوائية. يؤدي راكب الدراجة stunt القفز في حديقة التزلج والدراجات. الشاب يقوم بحركة بهلوانية على دراجته بالقرب من الشاطئ.,,
6148.jpg,حشد من الناس يلوحون بالأعلام الحمراء وهم يمرون تحت جسر. تسير مجموعة كبيرة من الناس في الشارع وهم يحملون الأعلام واللافتات. يسير العديد من الأشخاص على الرصيف بالقرب من مبنى من الطوب مع وجود مشاهدين.,,
6149.jpg,"رجل يتزلج بلوحه حول مخروط برتقالي في حديقة. يتسابق رجلان على ألواح التزلج، أحدهما يرتدي قميصاً أسود والآخر أبيض. المتزلج يركب بالقرب من المخروط الصغير.",,
6150.jpg,أطفال يلعبون على لعبة دوارة في الملعب بينما يشاهدهم الكبار الجالسون على مقعد. يدور الأطفال على اللعبة الدوارة كنوع من الترفيه. الآباء يراقبون أطفالهم وهم يستمتعون باللعبة.,,
6151.jpg,شخص يرتدي خوذة صفراء يتسلق صخرة بينما ينتظر شخص آخر على الأرض ممسكاً بالحبل. يتسلق شخص واحد الصخرة بينما يراقب شخص آخر ويمسك الحبل من الأسفل. يقف المتسلقان بالقرب من قاعدة وجه الصخرة.,,
6152.jpg,فتاة شابة ترتدي قميصاً أبيض وأسود وهي تقفز على الترامبولين في الهواء. تقوم الفتاة بحركة الشق (splits) في الهواء أثناء القفز. الفتاة تقفز على الترامبولين في الفناء الخلفي في الهواء الطلق.,,
6153.jpg,صبي مراهق يوازن لوح التزلج الخاص به على عارضة حمراء. المتزلج يقوم بحركة انزلاق على القضيب الأحمر. الصبي يرتدي الجينز وحذاء رياضي أحمر وهو يتوازن على العارضة.,,
6154.jpg,رجل يرتدي زياً رياضياً أزرق يركل كرة القدم في الملعب. يضرب لاعب كرة القدم الكرة بينما يطارده لاعب آخر يرتدي الأخضر. يحاول لاعب كرة القدم الأزرق تمرير الكرة مع اقتراب منافسه.,,
6155.jpg,شخص يرتدي قميصاً أبيض يقوم بحركة الطحن (grinding) بلوح التزلج على قضيب طويل في حديقة التزلج. يتزلج الشخص على طول القضيب. يظهر المتزلج وهو يركب على القضيب.,,
6156.jpg,كلبان بنيان يركضان معاً في ساحة عشبية قصيرة. الكلبان يلهوان معاً في الفناء. الكلبان يركضان على العشب الأخضر.,,
6157.jpg,صبي يتزلج على مقعد خشبي باستخدام لوحه. يقوم المتزلج بحركة بهلوانية على مقعد خشبي. يظهر المتزلج وهو على وشك القفز من المقعد الخشبي.,,
6158.jpg,لقطة مقربة لولدين يلعبان كرة القدم وهما يرتديان زي فريقهما. حارس المرمى ممدد على الأرض بعد أن أمسك كرة القدم. يقوم الصبي في المرمى بجمع الكرة بينما يركض صبي آخر نحوه.,,
6159.jpg,طفلة صغيرة ترتدي فستاناً وردياً مزيناً بالزهور وهي تدور حول نفسها. الطفلة ذات الشعر الأشقر ترقص بفستانها. تبتسم الطفلة وهي تدور في فستانها المزهر.,,
6160.jpg,ثلاث نساء يرتدين فساتين مختلفة وعصابات رأس وهن يرقصن في الشارع. النساء الثلاث يرقصن وهن يرتدين ملابس احتفالية في شارع المدينة. توجد حشود كبيرة خلفهن تحمل لافتة.,,
6161.jpg,راكب دراجة يرتدي بدلة قيادة ينزل سباقاً على تل مغطى بالعشب. يستعد الراكب للانحدار من تلة. يسافر الشخص على دراجته عبر تل مليء بالنباتات.,,
6162.jpg,رجل يقود قارب الجندول عبر القنوات وتحيط به قوارب أخرى ومباني. يجدف الرجل بالجندول الذي يقل أشخاصاً في المجرى المائي. يقوم الرجل بتسيير قاربه عبر القناة.,,
6163.jpg,رجل جاثم على الأرض في الشارع وتحيط به عدة قطط. يعتني الرجل بالعديد من القطط على الرصيف وهو يرتدي قبعة زرقاء. يركع الرجل بينما تحيط به القطط في الخارج.,,
6164.jpg,لاعب رجبي يقوم بتدخل (tackling) لخصمه في المباراة. لاعب كرة قدم باللون الأحمر يتعرض للتدخل من لاعب باللون الأخضر. يتصارع لاعبو الرجبي مع بعضهم البعض.,,
6165.jpg,يرفع راكب دراجة هوائية دراجته على عجلتها الأمامية في حديقة التزلج. يطير الرجل في الهواء بدراجته في حديقة التزلج والمنحدرات. يقوم الرجل بحركة بهلوانية على دراجته من طراز BMX.,,
6166.jpg,رجل يرتدي قميصاً أبيض محلق في الهواء فوق منحدر داخلي. المتزلج بلوح التزلج ينزلق على منحدر داخل مستودع وهو قريب من الأرض. يظهر المتزلج في منتصف الهواء فوق المنحدر.,,
6167.jpg,كلب ذهبي يركض عبر العشب مطارداً لعبة بيضاء على الأرض. يطارد الكلب لعبة في العشب وخلفه صاحبه. الكلب البني يركض في الحديقة الخارجية.,,
6168.jpg,كلب أبيض وأسود يطارد حيواناً محشواً مربوطاً بخيط. يطارد الكلب الأبيض اللعبة التي تُسحب بخيط عبر العشب الأخضر. الكلب يجري في العشب مطارداً لعبته.,,
6169.jpg,كلب أسود يقفز عالياً على طريق مرصوف بالحصى. كلب فروي بني يقفز في الهواء على الأسفلت. يظهر الكلب وهو يقفز على الرصيف.,,
6170.jpg,فتاة شابة ترتدي فستانًا زهريًا تقف على الرصيف. الطفلة تمسك شعرها بينما تهب الرياح. تظهر الطفلة بالقرب من طاولات النزهة في الهواء الطلق.,,
6171.jpg,شخصان شابان يلعبان في حديقة ويقومان بحركات بهلوانية على الصخور. شخص يتلوى على الأرض بجوار شخص آخر خلع حذائه. طفلان يتسلقان شيئاً ما في المسافة البعيدة.,,
6172.jpg,"امرأة ترتدي زي سباحة أزرق تغوص تحت الماء، وتظهر فقاعات الهواء حولها. الشخص قام للتو بالغوص في جسم مائي وتصعد الفقاعات إلى الأعلى. المرأة تغوص في الماء.",,
6173.jpg,متزلج على لوح الثلج يرتدي ملابس حمراء ويقوم بحركة جوية فوق جبل ثلجي. المتزلج محلق في الهواء فوق منحدر ثلجي. يقفز المتزلج في الهواء عالياً.,,
6174.jpg,رجل يرتدي قميصًا رماديًا يؤدي خدعة على لوح التزلج على الدرج في حديقة تزلج مغطاة بالكتابات الجدارية. يقوم المتزلج بالقفز على الدرجات وهو محاط بالجدران الملطخة بالغرافيتي. الشاب يركب لوح التزلج في مركز تزلج داخلي.,,
6175.jpg,يقف كلب بني وكلب شيبرد ألماني بالقرب من بعضهما في العشب بجوار الماء. يلعب الكلبان في حقل عشبي أخضر في حديقة بها بحيرة في الخلفية. كلبان كبيران يركضان في العشب.,,
6176.jpg,حشد من الناس يتجمعون معاً ينظرون للأعلى ويلتقطون الصور. يتجمع العديد من المتفرجين الآسيويين معاً. ينظر بعضهم إلى السماء في انتظار شيء ما.,,
6177.jpg,يقفز حصان فوق سياج خشبي بينما يتمسك راكبه. يقوم الفارس مرتدياً خوذة صفراء بالقفز بالحصان البني فوق الحاجز. الحصان والراكب يقفزان فوق السياج ببراعة.,,
6178.jpg,كلبان باللونين البني والأسود يواجهان بعضهما البعض وهما يكشران عن أسنانهما. الكلبان ينبحان على بعضهما البعض على العشب. تظهر الكلاب أنيابها وهي تتشاجر.,,
6179.jpg,كلب أسود وكلب بني يلعبان بلعبة كرة قدم صفراء مصنوعة من الرغوة على حقل عشبي. الكلبان يركضان للإمساك بالكرة الصفراء. الكلب البني يحمل اللعبة في فمه.,,
